TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.HelpFormatter,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,96,0.3,2,100,1417,180553,1774225152027,0.8390804597701149,111111111111111111111111001110000000000001111111111111111111001111111000011111000011001110111111111111111111111111111111111110111110111111111111111111111111111111111111111111111101111111111111000011011111110010011110011111111111111111111111111111111111111111110,0.7016574585635359,0111111111111111111111111111111111111111111111001111000000000010000000000110111111111100001101111100000111001101111111101111011011000111111011011101111111111110111100000101110111111,1.0,11111111111111111111111111111111111111111,8,1,32,4,0.8612167300380228,1111111111111111100000000011100000000011111111111111111111111111111111111111111111111011111111111111111111111111111101111001111111111111111111111111111111101000011111111111111111110111111100111111111111111111111110000000000000000000111111111111111111111111111111111111111111111111011111111010111111110101111111111111111111111111001000111111111111111111111111111111111111111111111110111111111111111011111111111111111111111111111111111111111111111100000010000011111111111111111111111111111111111111111111110111111111111111111111,0.5818181818181818,1111101101010110101100100100100101101001001001110111111,0.98,11111111111111111111111111111111111111111111111110,0.98,11111111111111111111111111111111111111111111111110,0.6795580110497238,1111111111111111110111111111111111111111111111001110000100000100000000000110111111111010001011111100000101110101111111111010111010001111111010111011111111111100101000000001110111111
